Report for Dataset: eeg-alcohol
Generated on: 2025-02-05 19:25:51
Run number: 0
========================================================================================================================

RMSE: Root Mean Square Error - Measures the average magnitude of error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |           RMSE            |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.2979257044        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.3481789095        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.4107774468        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.4662107729        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.05     |       0.5073073869        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.1      |       0.5299186107        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.2      |       0.8048550260        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.4      |       0.7572556919        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.6      |       0.7800340704        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.7      |       0.7589476573        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.05     |       1.1073947986        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.8569349077        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.9609255265        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.4      |       1.0184989121        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.9997401940        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.9950811754        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.05     |       0.1986489076        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.1      |       0.1609449183        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.2      |       0.1918937453        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.4      |       0.2736360474        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.6      |       0.3163236755        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.7      |       0.3790129420        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.05     |       1.5027999967        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.1      |       1.1471581683        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.2      |       1.1722257374        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.4      |       1.1622699294        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.6      |       1.1054797216        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.7      |       1.0475986087        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.8097579734        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.5515268282        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.7266072351        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.7247670698        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.7165506446        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.7353527088        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.05     |       0.5760607017        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.1      |       0.6010025372        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.2      |       0.5529517600        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.4      |       0.6496895908        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.6      |       0.6622604778        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.7      |       0.6519775725        |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.05     |       63.6151245726       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.1      |       60.1346498957       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.2      |       57.4437161581       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.4      |       57.2737830679       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.6      |       56.9247627356       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.7      |       56.4755001281       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MAE: Mean Absolute Error - Measures the average absolute error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MAE            |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.05     |       0.9036474830        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.1      |       0.6416542360        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.2      |       0.7560138355        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.4      |       0.8150966718        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.6      |       0.7985721719        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.7      |       0.7940505312        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.05     |       0.2017217938        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.1      |       0.1731057477        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.2      |       0.1626492740        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.4      |       0.1955094245        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.2346596046        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.2767607425        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.05     |       0.6292068903        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.1      |       0.5465234446        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.5181822306        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.5458135224        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.5579572906        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.7      |       1.3810356607        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.05     |       0.5597066099        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.1      |       0.5218290083        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.2      |       0.6086150442        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.4      |       0.7398951337        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.6      |       0.6729190566        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.7      |       0.6641804637        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.05     |       1.4324100896        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.1      |       1.1936234080        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.2      |       1.2774447426        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.4      |       1.1045235093        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.6      |       1.1112353159        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.7      |       1.1562707007        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.9036474830        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.6416542360        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.7560138355        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.8150966718        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.7985721719        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.7940505312        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.05     |       0.4158765378        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.1      |       0.4246206847        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.2      |       0.4039231091        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.4      |       0.4460900711        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.6      |       0.4276393718        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.7      |       0.4373914442        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.05     |       0.2735671116        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.2041830605        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.2180964600        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.2655487041        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.3089190743        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.3544133632        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.05     |       0.4314923171        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.1      |       0.3959016859        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.2      |       0.5360165061        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.4      |       0.5529450768        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.6      |       0.5904019384        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.7      |       0.5850901642        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.9036474830        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.6416542360        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.7560138355        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.8150966718        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.7985721719        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.7940505312        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.05     |       0.1582030575        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.1      |       0.1191190145        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.2      |       0.1416114860        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.4      |       0.1960956220        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.6      |       0.2324358215        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.7      |       0.2835794247        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.05     |       1.3186465442        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.1      |       0.9024234884        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.2      |       0.9078113519        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.4      |       0.9094036469        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.6      |       0.8522598057        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.7      |       0.8201616375        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.6439377698        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.4389153725        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.5678227892        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.5445660047        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.5533838813        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.5618168016        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.05     |       0.4777490668        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.1      |       0.4467723032        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.2      |       0.4256092926        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.4      |       0.4968589505        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.6      |       0.5116448994        |
|   eegalcohol    |      mcar       |      mpin       |    bayesian     |     0.7      |       0.4978023244        |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.05     |       53.1220595515       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.1      |       50.0760452307       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.2      |       46.4173811936       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.4      |       45.7496297924       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.6      |       45.5024430229       |
|   eegalcohol    |      mcar       |     pristi      |    bayesian     |     0.7      |       45.1176279904       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MI: Mutual Information - Indicates dependency between variables.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MI             |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.05     |       0.0000000000        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.1      |       0.0000000000        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.2      |       0.0000000000        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.4      |       0.0000000000        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.6      |       0.0000000000        |
|   eegalcohol    |      mcar       |      mean       |    bayesian     |     0.7      |       0.0000000000        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.05     |       1.6287285826        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.1      |       1.1951438022        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.2      |       1.1847242800        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.4      |       1.0150919513        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.8713081878        |
|   eegalcohol    |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.7362574981        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.05     |       1.1396644053        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.1      |       0.4899704105        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.3998432362        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.3313081060        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.2901670886        |
|   eegalcohol    |      mcar       |      stmvl      |    bayesian     |     0.7      |       0.0451533722        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.05     |       1.1418425687        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.1      |       0.5245928224        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.2      |       0.3179397594        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.4      |       0.1470647789        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.6      |       0.1779773963        |
|   eegalcohol    |      mcar       |       iim       |    bayesian     |     0.7      |       0.1710322610        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.05     |       0.6072901855        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.1      |       0.3280164896        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.2      |       0.1596982238        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.4      |       0.0384099384        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.6      |       0.0172626698        |
|   eegalcohol    |      mcar       |      mrnn       |    bayesian     |     0.7      |       0.0130162846        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.0000000000        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.0000000000        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.0000000000        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.0000000000        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.0000000000        |
|   eegalcohol    |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.0000000000        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.05     |       1.3401665927        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.1      |       0.6051601667        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.2      |       0.6011853028        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.4      |       0.5212440462        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.6      |       0.4935347999        |
|   eegalcohol    |      mcar       |     grouse      |    bayesian     |     0.7      |       0.4735988116        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.05     |       1.5630422297        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.1      |       1.1228031679        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.2      |       1.0117218813        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.9113779649        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.7388842162        |
|   eegalcohol    |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.6843443141        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.05     |       1.2822025415        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.1      |       0.6739741846        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.2      |       0.4338193487        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.4      |       0.3636868376        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.6      |       0.2455986437        |
|   eegalcohol    |      mcar       |      rosl       |    bayesian     |     0.7      |       0.2625196724        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.0000000000        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.0000000000        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.0000000000        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.0000000000        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.0000000000        |
|   eegalcohol    |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.05     |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.1      |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.2      |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.4      |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.6      |       0.0000000000        |
|   eegalcohol    |      mcar       |     spirit      |    bayesian     |     0.7      |       0.0000000000        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.05     |       1.6163724799        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.1      |       1.3378844730        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.2      |       1.2684251863        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.4      |       1.0585563626        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.6      |       0.8884616364        |
|   eegalcohol    |      mcar       |       svt       |    bayesian     |     0.7      |       0.8050288760        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.05     |       0.0000000000        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.1      |       0.0000000000        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.2      |       0.0000000000        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.4      |       0.0000000000        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.6      |       0.0000000000        |
|   eegalcohol    |      mcar       |      tkcm       |    bayesian     |     0.7      |       0.0000000000        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.05     |       1.2829276425        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.1      |       0.3597957011        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.2      |       0.1417515207        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.4      |       0.0791690892        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.6      |       0.0365615003        |
|   eegalcohol    |      mcar       |      brits      |    bayesian     |     0.7      |       0.0431172340        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.9646946227        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.6123514011        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.3441920678        |
|   eegalcohol    |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.3396817251        |
